text,label
 宁德城市生活  【祝贺 宁德市荣获全国文明城市称号福建“唯一”上榜地级市】刚刚，中国文明网发布《中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单》，其中福建入选城市名单有宁德市 上杭县 福清市 德化县；复查确认保留荣誉称号的前五届全国文明城市名单福建省有厦门市 福州市 龙岩市 三明市 莆田市 漳州市 沙县 石狮市 武平县 （中国文明网） 宁德身边事 ,1
 郑州再获全国文明城市称号 【喜讯  郑州  再获全国文明城市荣誉称号 】今日，第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单公布 其中入选第六届文明城市的河南城市包括：焦作 漯河 南阳 信阳 商丘 林州 新安 平舆 柘城 汝州 兰考 新县 复查确认保留荣誉称号的前五届全国文明城市名单（河南）：郑州 许昌 濮阳 驻马店 洛阳 新乡 巩义 永城 长垣 济源 西峡 许昌被通报表扬 （文明办） http  t cn/A6GJg8x3,1
 时政热点  时政  【今日速报】12月15日，星期二，农历十一月初一1 状态良好 嫦娥五号探测器完成第一次月地转移轨道修正，欧洲航天局将助力嫦娥五号返航 2 教育部：“十三五”期间全国义务教育阶段体育教师每年新增约2万人 3 中央气象台继续发布寒潮蓝色预警，南方超10个省会级城市气温或将创下半年来新低 4 八部门：减少电商快件二次包装，推广电商快件原装直发 5 贵州十四五规划建议：力争将茅台打造成省内首家世界500强 6 中超限薪令出台：国内球员税前不超过500万，外援低于300万欧 7 山西五台山风景区3名被困驴友找到：自行徒步受困致2死1伤 8 摩拜单车：全面接入美团，摩拜APP 微信小程序停止服务和运营 9 东莞一网约车司机为救婴儿连闯红灯后家属拒作证，警方调查后取消处罚 10 深圳首次招录港澳籍公务员，446名港澳籍人士争报5职位 11 厉害了 陕西安康初级中学在2020世界机器人大赛上斩获一等奖 12 发动机故障，维珍太空飞行器“太空船2号”试飞中断，安全滑翔至地面 ,1
转发微博 ,0
?人民城市人民建 人民城市为人民——近年来全国文明城市创建工作成效显著 http  t cn/A6G8iAv6 ??,1
【 杭州通过全国文明城市复核  全国通报表扬 】现将第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单公布如下 对复查测评成绩排名靠前的33个全国文明城市（区）通报表扬：省会 副省级城市（10个）：山东省济南市 浙江省宁波市 江苏省南京市 广东省广州市 浙江省杭州市 山东省青岛市 福建省厦门市 湖北省武汉市 河北省石家庄市 广东省深圳市 对此你想说？,1
原谅对方出轨是什么样的感觉？“就像童话中两个贪 人挖地下的财宝，结果挖出一个人的骸骨，虽然迅速埋上了，甚至在上面种了树，栽了花，但都清楚地知道底下埋的是什么 看见树，看见花，想的却是地下的那具骸骨 ” ???? 司机为救婴儿连闯红灯家属拒绝作证  ??,1
【 深圳调整商品住房限购年限 ：落户满3年且连缴个税或社保36个月】深户居民家庭 成年单身人士（含离异）须在本市落户满3年，且能提供购房之日前在本市连续缴纳36个月及以上个人所得税或社会保险证明，方可购买商品住房 非深户居民家庭 成年单身人士（含离异）继续按照提供购房之日前在本市连续缴纳5年及以上个人所得税或社会保险证明方可购买商品住房的规定执行 夫妻离异的，任何一方自夫妻离异之日起3年内购买商品住房的，其拥有住房套数按离异前家庭总套数计算 http  t cn/A6ypwH22,1
【喜讯 海口通过复查确认保留全国文明城市荣誉称号 】重磅 刚刚一份重要名单出炉 中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单 海口  继续保留全国文明城市的荣誉称号  全国文明城市  海口继续保留全国文明城市的荣誉称号 http  t cn/A6GJdmR1,1
？啊？ ,0
转发微博 ,0
【重磅  陕西七地入选全国文明城市 】中央文明办官网11月10日发布了《中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单》，现将第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单公布如下 一 第六届全国文明城市入选城市名单（133个）省会城市（2个）：云南省昆明市 甘肃省兰州市 直辖市城区（12个）：上海市闵行区 天津市西青区 天津市北辰区 上海市崇明区 天津市滨海新区 重庆市合川区 上海市松江区 上海市金山区 上海市青浦区 重庆市沙坪坝区 重庆市涪陵区 北京市延庆区 地级市（40个）：湖北省十堰市 江苏省盐城市 浙江省金华市 浙江省衢州市 山东省济宁市 陕西省延安市 江苏省淮安市 山东省泰安市 浙江省舟山市 四川省德阳市 广东省肇庆市 江苏省连云港市 安徽省滁州市 河南省焦作市 江西省萍乡市 云南省普洱市 湖北省鄂州市 河南省漯河市 河北省廊坊市 河南省南阳市 湖北省荆门市 吉林省吉林市 广西壮族自治区桂林市 四川省自贡市 四川省眉山市 安徽省黄山市 湖南省郴州市 山西省晋城市 云南省曲靖市 河南省信阳市 安徽省宿州市 陕西省铜川市 四川省宜宾市 贵州省六盘水市 河南省商丘市 湖南省娄底市 福建省宁德市 江西省景德镇市 山西省忻州市 安徽省阜阳市 县级市和县（79个）：浙江省德清县 安徽省金寨县 吉林省延吉市 山东省曲阜市 河南省林州市 江苏省邳州市 江苏省启东市 河北省大厂回族自治县 浙江省慈溪市 江苏省海安市 浙江省嘉善县 江苏省昆山市 安徽省广德市 浙江省海盐县 浙江省平湖市 浙江省安吉县 江西省宜丰县 湖北省枝江市 河南省新安县 安徽省宁国市 山东省新泰市 湖南省宁乡市 山西省静乐县 湖北省竹山县 四川省都江堰市 安徽省歙县 四川省米易县 江苏省句容市 浙江省临海市 浙江省建德市 陕西省彬州市 河南省平舆县 广东省德庆县 福建省上杭县 贵州省凯里市 山西省古县 江西省玉山县 江苏省太仓市 江苏省如东县 四川省阆中市 浙江省义乌市 陕西省吴起县 浙江省嵊州市 吉林省通化县 内蒙古自治区杭锦旗 河北省文安县 河南省柘城县 江苏省靖江市 贵州省仁怀市 山东省肥城市 山东省青州市 湖北省丹江口市 山东省昌邑市 重庆市巫溪县 云南省景洪市 黑龙江省桦南县 福建省福清市 山西省长子县 广东省仁化县 山西省沁水县 河南省汝州市 吉林省集安市 云南省石林彝族自治县 河北省遵化市 山东省诸城市 四川省江油市 云南省楚雄市 河南省兰考县 江西省芦溪县 江西省大余县 江苏省高邮市 湖南省湘潭县 广西壮族自治区北流市 青海省玉树市 云南省澄江市 福建省德化县 新疆维吾尔自治区博乐市 安徽省桐城市 河南省新县 二 复查确认保留荣誉称号的前五届全国文明城市名单（151个）省会（首府） 副省级城市（24个）：山东省济南市 浙江省宁波市 江苏省南京市 广东省广州市 浙江省杭州市 山东省青岛市 福建省厦门市 湖北省武汉市 河北省石家庄市 广东省深圳市 湖南省长沙市 江西省南昌市 贵州省贵阳市 四川省成都市 辽宁省沈阳市 海南省海口市 青海省西宁市 宁夏回族自治区银川市 安徽省合肥市 辽宁省大连市 河南省郑州市 黑龙江省哈尔滨市 福建省福州市 吉林省长春市 直辖市城区（16个）：上海市嘉定区 上海市徐汇区 上海市静安区 上海市奉贤区 上海市浦东新区 上海市长宁区 重庆市渝北区 天津市和平区 重庆市南岸区 天津市河西区 重庆市江北区 北京市海淀区 北京市西城区 北京市东城区 北京市通州区 北京市朝阳区 地级市（64个）：浙江省湖州市 江苏省宿迁市 江苏省徐州市 江苏省泰州市 四川省遂宁市 四川省绵阳市 河南省许昌市 浙江省丽水市 江苏省常州市 辽宁省鞍山市 浙江省台州市 江苏省扬州市 江西省赣州市 河南省濮阳市 河南省驻马店市 安徽省宣城市 贵州省遵义市 四川省泸州市 山东省日照市 江西省吉安市 江苏省苏州市 湖南省湘潭市 湖南省常德市 宁夏回族自治区石嘴山市 河北省唐山市 山西省长治市 山东省威海市 陕西省咸阳市 福建省龙岩市 湖南省株洲市 湖北省宜昌市 安徽省芜湖市 安徽省蚌埠市 安徽省安庆市 福建省三明市 河南省洛阳市 湖南省岳阳市 甘肃省嘉峪关市 四川省广安市 山东省淄博市 江苏省镇江市 内蒙古自治区鄂尔多斯市 河南省新乡市 安徽省淮北市 安徽省铜陵市 广东省佛山市 浙江省绍兴市 山东省烟台市 河北省秦皇岛市 山东省潍坊市 山东省东营市 辽宁省盘锦市 广东省中山市 江苏省南通市 福建省莆田市 广东省东莞市 福建省漳州市 浙江省嘉兴市 安徽省马鞍山市 甘肃省金昌市 山东省临沂市 广东省珠海市 浙江省温州市 广东省惠州市 县级市和县（47个）：山东省胶州市 安徽省当涂县 江苏省江阴市 江苏省张家港市 江苏省常熟市 吉林省梅河口市 河北省迁安市 云南省安宁市 浙江省桐庐县 江西省南昌县 江苏省如皋市 浙江省诸暨市 江苏省溧阳市 广东省四会市 山东省寿光市 山东省莱州市 山东省荣成市 湖南省韶山市 河北省正定县 河南省巩义市 浙江省长兴县 安徽省天长市 江苏省宜兴市 河南省永城市 广东省龙门县 山东省龙口市 云南省腾冲市 山东省乳山市 河南省长垣市 湖北省大冶市 内蒙古自治区鄂托克前旗 福建省沙县 内蒙古自治区准格尔旗 河南省济源市 陕西省志丹县 浙江省瑞安市 陕西省凤县 浙江省余姚市 海南省琼海市 吉林省敦化市 河南省西峡县 湖北省宜都市 新疆维吾尔自治区库尔勒市 广东省博罗县 福建省石狮市 福建省武平县 江苏省丹阳市 三 对复查测评成绩排名靠前的33个全国文明城市（区）通报表扬省会 副省级城市（10个）：山东省济南市 浙江省宁波市 江苏省南京市 广东省广州市 浙江省杭州市 山东省青岛市 福建省厦门市 湖北省武汉市 河北省石家庄市 广东省深圳市 直辖市城区（3个）：上海市嘉定区 上海市徐汇区 上海市静安区 地级市（10个）：浙江省湖州市 江苏省宿迁市 江苏省徐州市 江苏省泰州市 四川省遂宁市 四川省绵阳市 河南省许昌市 浙江省丽水市 江苏省常州市 辽宁省鞍山市 县级市和县（10个）：山东省胶州市 安徽省当涂县 江苏省江阴市 江苏省张家港市 江苏省常熟市 吉林省梅河口市 河北省迁安市 云南省安宁市 浙江省桐庐县 江西省南昌县 ,1
【泰安市 新泰市 肥城市 [给你小  ]入选第六届全国文明城市名单】2020年8月以来，中央文明办按照城市自主申报 省级择优推荐 中央部委审核 媒体集中公示 组织综合测评 确定入选城市等评选办法和程序，严谨规范组织第六届全国文明城市评选工作，严格依据参评城市2018 2019 2020年三年测评总成绩排名，提出第六届全国文明城市入选城市名单，报中央文明委领导同志批准 同时，中央文明办按照城市自查 省级审核 中央把关 组织测评等复查办法和程序，认真做好前五届全国文明城市复查工作，严格依据全国文明城市复查测评成绩，提出继续保留荣誉称号的全国文明城市名单，报中央文明委领导同志批准 现将第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单公布如下,1
 武汉仍是全国文明城市 【放榜  英雄城市武汉仍是全国文明城市 】刚刚，中国文明网公布了《第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单》 其中，在复查确认保留荣誉称号的前五届全国文明城市名单中，武汉榜上有名 （中国文明网）http  t cn/A6GJEkRM,1
【 汉堡王回应过期面包改标签售卖 ：正在调查中，会尽快回复】16日，央视 315晚会 播放了 汉堡王用过期面包做汉堡 卖乱象 对此，汉堡王一位工作人员向中新网记者表示，我了解的这个是加盟商，我们总部也在开会讨论中，目前也不太清楚这个事情，正在做调查，会尽快回复 http  t cn/A6yWdgjJ,1
南昌? 中央文明委关于复查确认继续保留荣誉称号的往届全国文明城市名单 http  t cn/A6G8cjH1 ??,1
【 315晚会曝光汇总 】2020年央视 315晚会 开始，8大曝光事件? 1  海参“水深” 养海参整箱放敌敌畏 http  t cn/A6yWExeU2  汉堡王用过期面包做汉堡 http  t cn/A6yWnKXA3  毛巾的正反面 旧袜子旧内衣竟是毛巾生产原料 http  t cn/A6yWmYDS4  宝骏560变速箱故障 http  t cn/A6yW12P95  精装修还是“惊”装修 万科精装房漏水 http  t cn/A6yWBhYE6  套路推销插翅难逃 可诺丹婷套路推销 http  t cn/A6yWBdqn7  趣头条广告藏猫腻 315曝光趣头条虚假广告 http  t cn/A6yWglDW8  嗨学网退费难 http  t cn/A6yWD0mi,1
【 冒名顶替上大学拟将入刑 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚 （央视新闻）,1
【 冒名顶替上大学拟将入刑 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚 （来源：央视新闻）,1
【全国精神文明建设表彰大会在京举行，武汉这3个家庭获评“全国文明家庭”】全国精神文明建设表彰大会20日在京举行 会议表彰了新一届全国文明城市 文明村镇 文明单位 文明家庭 文明校园以及未成年人思想道德建设工作先进 武汉市有三个家庭获得“全国文明家庭”荣誉称号，分别是张定宇家庭 杨昌林家庭 董毅家庭 （记者胡雪璇 肖僖 制作高文举 吴天琦 素材提供刘斌 陈卓 ）http  t cn/A6GTS7jo,1
唯一利好就是入户三年且有三年社保的刚需 ,0
转发微博 ,0
【 闯红灯送患儿网约车内监控曝光 】滴滴司机救孩子闯红灯车内监控曝光，目前警方已撤销对司机处罚，艾师傅称对自己的行为不后悔  东莞一司机为救婴儿闯红灯家属拒作证   http  t cn/A6qtwC9O ? 如何看待司机为救人违章家属却拒绝作证  ??,1
【 315晚会 节目内容曝光 来看看哪些企业中招？】央视315晚会播出： 养海参整箱放敌敌畏 ， 汉堡王用过期面包做汉堡 ， 旧袜子旧内衣竟是毛巾生产原料 ，没完没了的变速箱故障，精装修还是“惊”装修，趣头条广告藏猫腻 来看看哪些企业中招？http  t cn/A6yWujDo ??,1
 全国文明城市 【 江苏12地入选第六届全国文明城市 ?】11月10日，中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单 其中，江苏12地入选第六届全国文明城市名单 快来看看有没有你的家乡？[打call] ??,1
【 中国拟修法将冒名顶替上大学行为认定为犯罪 】刑法修正案(十一)草案13日提请十三届全国人大常委会进行二次审议 根据草案，冒名顶替上大学行为拟被认定为犯罪  一些人大常委会组成人员 部门 地方和社会公众提出，社会上发生的冒名顶替上大学等事件，严重损害他人利益，破坏教育公平和社会公平正义底线，应当专门规定为犯罪 全国人大宪法和法律委员会经研究，建议采纳上述意见，将盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的行为规定为犯罪，同时规定组织 指使他人实施的，从重处罚 【 奸淫不满10周岁幼女将适用更重刑罚 】今天，刑法修正案（十一）草案二审稿提请全国人大常委会审议，加强对未成年人的刑法保护  修改奸淫幼女犯罪，对奸淫不满十周岁的幼女或者造成幼女伤害等严重情形明确适用更重刑罚  增加特殊职责人员性侵犯罪，对负有监护 收养 看护 教育 医疗等特殊职责人员，与已满十四周岁不满十六周岁未成年女性发生性关系的，不论未成年人是否同意，都应追究刑事责任  修改猥亵儿童罪，进一步明确对猥亵儿童罪适用更重刑罚的具体情形 ,1
转发微博 ,1
這社會是如何運轉的 最後還是要被扣分罰款 ,0
  AllesGutew7  那孩子是不是拐卖的？这家人这么见不得光？ ,0
 武汉蝉联全国文明城市  【武汉市两名代表参加全国精神文明建设表彰大会】全国精神文明建设表彰大会20日在京举行 中共中央总书记 国家主席 中央军委主席习近平亲切会见参加大会的新一届全国文明城市 文明村镇 文明单位 文明家庭 文明校园以及未成年人思想道德建设工作先进代表，向他们表示诚挚问候和热烈祝贺 武汉市有全国文明单位 全国文明校园的2位代表出席，分别为青和居社区党总支书记桂小妹和武汉中学校长杨定成 （长江日报）,1
【 冒名顶替上大学拟写入刑法 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚 （记者罗沙）,1
哈？？？还有这种人，太让司机 寒了吧[怒] ,0
不是，我挺疑惑的，有问题为啥不早曝光，非得这么仪式感等着上晚会曝光呀，看看评论有多少人昨天刚吃  ,0
转发微博 ,1
mlgb，晚上刚吃的，还觉得挺好吃的 ,0
曝光了才知道整顿 ,0
转发微博 ,0
[笑cry] ,0
【官宣 全国文明城市名单公布，江西10地上榜 】刚刚 中国文明网发布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单 江西4地复查确认保留全国文明城市荣誉称号 6地入选第六届全国文明城市名单 详情：http  t cn/A6GJQLg7 转发祝贺[话筒][话筒] ???,1
【 央视315晚会完整曝光清单  哪项最让你震惊？】昨晚，受疫情影响推迟的“3 15”晚会播出，海参养殖使用敌敌畏 汉堡王用过期面包做汉堡等违规违法操作被曝光 央视315晚会完整曝光清单，哪项最让你震惊？（YX） http  t cn/A6yjGZcu ??,1
转发微博 ,0
【 冒名顶替上大学拟将入刑 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚 ,1
转发微博 ,0
转发微博 ,0
转发微博 ,0
为救人救命，你会主动违章吗？        广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉 艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款 交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系 艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做          事情真的太奇葩了，哪有这样的病人家属啊          其实孩子病了着急的应该是父母，艾先生作为职业司机必须遵守交通法规，如果等待红灯时间很长，家长可以央求司机师傅能不能快一点，或者报警请求交通灯管制等等，至少要有这样的要求，司机师傅才能做出违章的行为吧 而且事后去解决违章的时候，也才有家属证明自己的违章行为是不得已的行为          现在是司机师傅一见到孩子发病，比孩子父母还着急，自作主张的连闯3个红灯，以最快的时间到达了医院 这些都不是家长要求的，所以在艾先生解决违章行为的时候，需要家长配合提供一些证明，家长却不愿意配合，也真是活久见了 人家救了你的孩子，只是要你对交警大队实话实说一下，都不愿意做，不知是怎么考虑的         还好，还好，司机师傅艾先生说自己不后悔主动违章的行为，以后也还会这么做        还好，还好，有天眼的视频监控可以还原事实真相，帮助司机师傅解决违章行为，不至于好 没有好报 司机为救婴儿连闯红灯家属拒绝作证  http  t cn/z8AILlr http  t cn/A6q5moIf北京 北京电视台,0
啊啊，真 赞的内容啊  ,0
【 汉堡王回应用过期面包做汉堡 ：正在调查中，会尽快回复】16日，央视3 15晚会播放了汉堡王“过期”面包仍售卖乱象 对此，汉堡王一位工作人员向中新网记者表示，我了解的这个是加盟商，我们总部也在开会讨论中，目前也不太清楚这个事情，正在做调查，会尽快回复  中国新闻网 http  t cn/A6yWewTr,1
【 冒名顶替上大学拟将入刑 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚 (央视新闻) 奸淫不满10周岁幼女将适用更重刑罚  全国开展义务教育教师工资拖欠摸查 ,1
7月16日，315？ ,0
【喜讯 海口通过复查确认保留全国文明城市荣誉称号 】重磅 刚刚一份重要名单出炉，中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单，海口继续保留全国文明城市的荣誉称号 http  t cn/A6GJRmV6,1
转发微博 ,0
【喜报 112个检察院获全国文明单位称号】11月20日，中央文明委隆重表彰第六届全国文明城市 文明村镇 文明单位 第二届全国文明校园 文明家庭和新一届未成年人思想道德建设先进典型 共有112个检察院获得全国文明单位称号，3个集体获得全国未成年人思想道德建设工作先进单位称号， 2名检察官获得全国未成年人思想道德建设工作先进工作者称号  http  t cn/A6GHogUp,1
转发微博 ,0
有隐情？ ,0
转发微博 ,0
转发微博 ,0
【 冒名顶替上大学拟写入刑法 】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用 冒用他人身份，顶替他人取得的高等学历教育入学资格 公务员录用资格 就业安置待遇的，处三年以下有期徒刑 拘役或者管制，并处罚金 组织 指使他人实施前款行为的，依照前款的规定从重处罚  新华视点,1
【 获救婴儿家属与司机见面和解 】司机为救婴儿连闯红灯家属拒绝作证引关注 12月15日， 司机连闯红灯所救婴儿家属发声 称，事发后未与司机艾先生短信沟通，双方存在误会，希望协商和解  新京报我们视频 从东莞警方获悉，经调查，是护士误提供了与当事乘客同时段入院 且情况基本相似的其他病人的联系方式 目前双方已握手和解 微博当事人  http  t cn/A6qcR3gJ,1
  江宁公安在线  转发微博 ,0
【70岁老人可以学驾照了，你会支持家中的老人学吗？】 70岁以上老人可考驾照了  【早点报】1 11月20日，全国精神文明建设表彰大会在北京召开，湖北省十堰市 鄂州市 荆门市 枝江市 竹山县 丹江口市等6地荣获“全国文明城市”称号，入选城市数量取得历史性突破 2 中国5G+工业互联网大会开幕日，湖北收获系列大单 11月20日的开幕式上，16个项目签约落户，3家互联网研发机构揭牌成立 3 20日下午3时许，蒙古国11267只“暖羊羊”运抵武汉 4 武汉市中 医院杨春湖院区正式开工，这是一座平战结合的三甲医院，设置床位1000张 5 20日晚，武汉长江灯光秀亮起儿童蓝，滚动播放世界儿童日宣传语，引来游人驻足观看 6 我国目前已建成5G基站70多万个，终端用户超过1 8亿 7 联合国贸易和发展会议：今明两年，全球1 3亿人或陷入极端贫困 8 世卫组织发表声明：不建议使用抗病毒药物瑞德西韦治疗新冠肺炎 9 伪造血衣栽赃老师体罚哮喘学生案20日宣判，以寻衅滋事罪判处刘某有期徒刑一年六个月，缓刑二年 10 中央气象台11月20日18时继续发布暴雪蓝色预警：预计20日20时至21日20时，新疆南疆西部山区 宁夏东部 陕西中北部等地的部分地区有大雪，局地暴雪 今日话题：70岁老人可以学驾照了，你会支持家中的老人学吗？新闻背景：11月20日起，驾考新规正式实施 新政取消了申请小型汽车 小型自动挡汽车 轻便摩托车驾驶证70周岁的年龄上限 对70周岁以上人员考领驾驶证的，增加记忆力 判断力 反应力等能力测试，保证身体条件符合安全驾驶要求 部分驾校也表示，拟针对老人推出专门训练 部分驾校尚未正式接受70周岁以上老人报名，但已经有一些老人在咨询相关事宜，其中不乏八旬老人 你家中有老人想学车吗？对此，你支持吗？,1
  21世纪经济报道 为什么中央此时要提“国内大循环”？这一新发展思路到底意味着什么？政策路径又在哪里？财政 货币政策将可能如何变化？市场又可以从中发掘哪些投资机会？这些问题一直困扰市场 本文为你详细解析：http  t cn/A6UqSK73 ,0
【 桂林和北流入选第六届全国文明城市  】刚刚，中国文明网发布《中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单》，其中，桂林市和北流市入选第六届全国文明城市  ??,1
我觉得这事和蜂巢没关系，快递员不经同意放蜂巢是快递公司的事情  夜月客 “建议业主们在骂丰巢的时候，也顺便问问自己的物业公司和业务会，丰巢说的已经支付的“高额进场费””去了哪里 ” ,0
 深圳调控  深圳终于迎来重磅调控 推出八项措施精准调控楼市（含专家解读）7月15日，深圳住建局等部门发布《关于进一步促进我市房地产市场平稳健康发展的通知》 《通知》推出调整商品住房限购年限 完善差别化住房信贷措施 发挥税收调控作用 细化普通住房标准 加强热点楼盘销售管理 推行房屋抵押合同网签管理 加大二手住房交易信息公开力度 严厉打击房地产市场违法违规行为八项举措 http  t cn/A6yptV0o,1
【新城区唯一 江夏这家单位入选第六届全国文明单位名单 】 文明单位  11月21日，中央文明委发布关于表彰第六届全国文明城市 文明村镇 文明单位和第二届全国文明家庭 文明校园及新一届全国未成年人思想道德建设工作先进的决定，并公布入选名单 其中，江夏区行政审批局入选全国文明单位名单（2884个），也是武汉市新城区唯一入选单位   http  t cn/A6GH36Uh,1
【 执法人员回应查出汉堡王问题标签 ：正在调查取证[话筒]】7月16日，央视3 15晚会曝光 汉堡王用过期面包做汉堡  鸡腿排保质期随意改 当晚，执法人员在现场发现问题标签，“标签上拿出解冻时间都写了7月16日22点，时间还没到，他们就已经写了，针对这个行为正在调查取证 ” 315晚会   一手Video http  t cn/A6ylLa7R,1
转发微博 ,0
转发微博 ,0
针对 汉堡王用过期面包做汉堡  汉堡王鸡腿排保质期随意改 一事，汉堡王发布声明：立即成立工作组对 315晚会 提及餐厅进行停业整顿调查  http  t cn/A6yWnX5g,1
为司机大哥点赞[可爱] ,0
转发微博 ,0
  博爱兰州 房子是住的不是炒的 ,1
转发微博 ,1
  冰镇冰冰猫 说不定父母有案底，不敢去警局   陈年月饼 查一下父母吧~~不合常理说不定事有蹊跷~~可能案中有案~~ ,0
转发微博 ,0
转发微博 ,0
转 ,0
 早泄食疗养生[超话] 享巴巴 KUBA微精油——她总彻夜难寐？她一年未有高潮？她要跟你分手？立刻订购享巴巴，增大增粗，轻松满足她爽死她  韩国扑杀440多万只家禽  黄明昊踩空摔下舞台  肾虚[超话]  司机为救婴儿连闯红灯家属拒绝作证  ??,1
转发 ,0
[鼓掌][哪吒得意][奥克耶] ,0
天天3 15吧 ,0
一周要吃两次的我 天呐 反胃 ,0
[浪]聚焦央视 315晚会 最全曝光及回应?4小时最全数据汇总??8大问题曝光 企业全部回应?21个热搜聚焦消费难题?相关话题阅读增量超9亿?曝光： 养海参整箱放敌敌畏 山东即墨海参养殖使用敌敌畏[话筒]回应： 即墨发布回应315曝光 表示将迅速组织联合执法查处曝光问题?曝光： 汉堡王用过期面包做汉堡  汉堡王鸡腿排保质期随意改 [话筒]回应： 汉堡王声明 曝光餐厅为加盟商，将立刻进行停业整顿调查?曝光： 旧袜子旧内衣竟是毛巾生产原料 河北高阳毛巾虽标注着执行国家标准，但有的无法保证检测合格[话筒]回应： 高阳县委回应315 称对涉事企业连夜查封，问题产品就地封存，涉事人员全部控制?曝光： 宝骏560变速箱故障  宝骏560高速上突然失去动力  [话筒]回应： 宝骏就变速箱故障频发致歉 已开设专属热线解决产品质量问题?曝光： 万科精装房漏水 广州万科尚城业主发现自己的新房在楼上做蓄水试验时，楼下卫生间“秒变水帘洞”[话筒]回应： 万科回应315 称截至2019年6月30日，该问题已经整改完毕?曝光： 可诺丹婷套路推销 美容院以“免费”为噱头实则推销高价美容项目，学生易成“小白鼠”[话筒]回应： 可诺丹婷回应315  称已要求涉事门店停业整顿?曝光： 315曝光趣头条虚假广告  [话筒]回应： 趣头条道歉 称公司高度重视，并意识到在平台广告管理方面仍有诸多不足?曝光： 嗨学网退费难  [话筒]回应： 嗨学网回应315 称会对相关事件展开调查，并将及时向社会公众通报进展?更多大v解读戳长图,1
转发微博 ,0
 创建全国文明城市  【大冶蝉联“全国文明城市”荣誉称号】10日，中央文明委公布第六届全国文明城市名单和复查确认继续保留荣誉称号的往届全国文明城市名单，大冶市再获全国文明城市荣誉称号 湖北省十堰市 鄂州市 荆门市等3个地级市；枝江市 竹山县 丹江口3个县级市（县）当选第六届全国文明城市；经复查确认，武汉市 宜昌市 大冶市 宜都市继续保留全国文明城市荣誉称号  http  t cn/A6GJgDFW,1
