label,text
1, 
1,@半月谈 #半月谈评论# 【新版未成年人保护法诞生，让我们为法律顺应民声的“加速更新”点赞！】半月谈评论员  杨建楠10月17日，十三届全国人大常委会第二十二次会议经表决通过修订后的未成年人保护法。新的未成年人保护法亮点颇多，其中部分法条在审议阶段就已受到公众广泛关注。例如，已满12周岁不满14周岁的人，犯故意杀人、故意伤害罪，致人死亡，情节恶劣的，经最高人民检察院核准，应当负刑事责任；同时，修改奸淫幼女犯罪，对奸淫不满十周岁的幼女或者造成幼女伤害等严重情形明确适用更重刑罚；此外，新法还完善了学生欺凌行为
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0, 
0,@Tatyana #蔡徐坤[超话]# ?#乘风破浪的姐姐成团之夜# ?#想魂穿蔡徐坤的伴舞# 破手机带来的《情人》FO@蔡徐坤 http://t.cn/A64f6Llo ??
0,@财经网 警方：#3人伪造老干妈印章与腾讯签合同# 腾讯：#腾讯中午的辣椒酱突然不香了#评论区：不会吧不会吧真被骗了[哆啦A梦吃惊]              观光团[围观]              加点老干妈[doge] #支付宝#：希望天下无假章 ??
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
0,@百度搜索 手里的瓜突然不香了……有一说一，这事与我无关。请大家不传谣不信谣，理性吃瓜。#3人伪造老干妈印章与腾讯签合同# ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@新浪科技 【#上海首个停用丰巢小区自建快递架#】5月19日，上海首个停用丰巢快递柜的小区中环花苑开设自建快递柜“中环花苑快递驿站”，作为丰巢快递柜和菜鸟驿站的补充。小区自建快递柜将于2020年5月20日起试运行，每天7:00-21:00不限时间免费代管，专人看管。你现在还在用丰巢快递柜吗？ http://t.cn/A62z9SQC http://t.cn/A62z9NxJ
0,@职业观众 #李易峰庆祝湖人夺冠#李易峰发文庆祝湖人拿下总冠军：“我们是冠军了！恭喜湖人 感谢詹姆斯 This is for Kobe”小迷弟上线啦！快来欣赏一下打篮球的峰峰子吧 http://t.cn/A6baJp7A ??
0, 
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@钟山清风 【#冒名顶替上大学拟将入刑#】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用、冒用他人身份，顶替他人取得的高等学历教育入学资格、公务员录用资格、就业安置待遇的，处三年以下有期徒刑、拘役或者管制，并处罚金。组织、指使他人实施前款行为的，依照前款的规定从重处罚。（央视新闻）
0,@乘风破浪的姐姐 弟弟们来给姐姐加油啦！@YH_NEXT_OFFICIAL  一起助力成团吗？都是7个人的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9NcU  20:00湖南娱乐频道&芒果TV现场同步直播！ ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@玩游社 #3人伪造老干妈印章与腾讯签合同# 南山必胜客，就这？这次乌龙中的腾讯的市场和法务，估计鹅厂职业生涯到头了。[并不简单]总结一下，就是三个人为了倒卖礼包伪造公章跟腾讯签了广告协议，其中应该是包含了qq飞车的礼包，三人以此倒卖牟利。一般广告合作中会打一部分定金，后续再支付尾款，三个人应该是是利用这个赚取差价，不过话说回来腾讯的市场部门这次事件中难辞其咎，毕竟不是小广告，还是联名赞助，这么大的单子居然没有亲自线下去老干妈总部谈合作，就这样被忽悠的一愣一愣的，另外号南山必胜客的腾讯法务居然也翻了车，实
0,@人民日报 【贵阳警方：#3人伪造老干妈印章与腾讯签合同#，已被刑拘】7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
0,@新浪体育 【#湖人总冠军壁画# 来了解下~】在洛杉矶威尼斯大街5522号，有一幅包含湖人本赛季所有球员的壁画。而在本赛季湖人夺冠后，壁画上方又添加了新的元素：壁画作者将湖人名宿科比，和17座总冠军奖杯添加到壁画中，而科比在正中间抱着冠军奖杯微笑[悲伤][悲伤][悲伤][给你小心心] http://t.cn/A6boMZ7K ??
1,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??
0,@新浪游戏 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ????
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
1,@英雄联盟 #英雄联盟代言人# 【王俊凯试玩至臻EZ solo锅老师】大龙坑内，EZ对决，Q来Q去[doge]谁的走位风骚，谁能百Q百中[二哈]来看看@TFBOYS-王俊凯 与@mlxgzzz 的龙坑对决[打call]#王俊凯至臻EZ单杀MLXG# #英雄联盟灵能特工皮肤# #英雄联盟9周年# http://t.cn/A64VNSnf ??
0,@南方都市报 【丰巢免费延至18小时，上海一小区超8成用户投票坚持24小时】5月15日晚，丰巢发布“关于用户服务调整的说明”向用户致歉，将免费保管时间从12小时延长至18小时，超时后每12小时后将收取0.5元，3元封顶。节假日不收费，写字楼周末不计费。对于已付费用户赠送一个月的会员权益。丰巢表示，将协助快递员征得用户同意后投件入柜，用户可以在丰巢微信公众号、APP渠道设置同意入柜的快递公司、入柜时间、快递员的沟通方式等。由于系统升级原因，调整措施将在5月20日全国生效。据南都此前报道，自丰巢快递柜4月30
0,@财经网 【#深圳调整商品住房限购年限#：落户满3年且连缴个税或社保36个月】深圳市住房和建设局发布关于进一步促进房地产市场平稳健康发展的通知，调整商品住房限购年限。深户居民家庭、成年单身人士（含离异）须在本市落户满3年，且能提供购房之日前在本市连续缴纳36个月及以上个人所得税或社会保险证明，方可购买商品住房。非深户居民家庭、成年单身人士（含离异）继续按照提供购房之日前在本市连续缴纳5年及以上个人所得税或社会保险证明方可购买商品住房的规定执行。夫妻离异的，任何一方自夫妻离异之日起3年内购买商品住房的，其拥
0, 
0,@人物 【张雨绮：过河入林】《人物》八月刊封面，我们选择了@张雨绮。关于张雨绮的人生命题，是一只危险动物，踏入娱乐圈的丛林，遇到障碍，不被规训，依然能活出自我的故事。她不愿隐藏跌宕起伏的私人生活，不愿屈从于行业规则——做一个稳定、安全、可控的艺人。这种不屈最初给她带来了无穷无尽的麻烦 ，但把时间拉久一点，现在看来，她身上旺盛的生命力，是她在#乘风破浪的姐姐#的舞台上最吸引人的特质。#乘风破浪的姐姐成团之夜#  http://t.cn/A64VSRJX
1, 
1,@凤凰网 【网约车司机为救婴儿连闯3红灯 家属却拒绝作证：与我无关】#司机为救婴儿闯红灯家属拒作证# 广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。http://t.cn/A6q5PbPP
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
1, 
1,@中国大学生在线 #教育头条#【第二届全国文明校园名单】全国精神文明建设表彰大会20日在京举行。中共中央总书记、国家主席、中央军委主席习近平亲切会见参加大会的新一届全国文明城市、文明村镇、文明单位、文明家庭、文明校园以及未成年人思想道德建设工作先进代表，向他们表示诚挚问候和热烈祝贺。祝贺@北京理工大学 等641所学校被授予全国文明校园称号。#我和祖国共成长#  http://t.cn/A6GTvdrR
0,@红星新闻 【#司机为救婴儿连闯红灯家属拒绝作证# 】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
0, 
0,@芒果娱侦局 #3人伪造老干妈印章与腾讯签合同#鹅竟然有一天踢到了铁板？？？[允悲][允悲][允悲] 老干妈一身正气真是无敌啊！ ??
0,@观察者网 贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘 ????
0, 
1,@红星新闻 【#司机为救婴儿连闯红灯家属拒绝作证# 】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
1, 
0,@哈中-柏杜法考教育 #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈回应被腾讯起诉# #腾讯回应起诉老干妈# 发布了头条文章：田少帅《“老干妈案”的民法原理分析》 在本案中，可能涉及的民法问题主要包括[微风]表见代理与[微风]无权代理的认定、不当得利返还等问题，文章进行具体分析。 http://t.cn/A6yZTfAQ ??
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
1, 
1, 
0,@沸点娱乐 蔡徐坤《情人》，乘风破浪的姐姐原创制作人蔡徐坤，蔡徐坤双人舞，这舞台太迷人了[抓狂][抓狂]#想魂穿蔡徐坤的伴舞# @蔡徐坤#乘风破浪的姐姐成团之夜节目单#   http://t.cn/A64ffrgY ??
0,@滴滴出行 感谢东莞热心肠的艾师傅我们关注到“广东东莞的网约车司机艾先生为救婴儿连闯红灯家属拒绝作证”的报道，经核实该订单为滴滴平台订单。 目前，滴滴出行已实现行程中全程录音，且艾师傅车内安装了桔视录像设备，可以进行行程中录像。基于用户个人隐私的保护，行程中的车内录音录像内容均加密保护，调取使用需要经过司机、乘客双方授权。在警方提起调证流程后，平台已将车内录音录像提供给警方。此外，滴滴已积极向警方提供其他证明素材，包括行车记录仪拍摄的车外录像及其他证明资料，尽力协助艾师傅还原真相。感谢艾师傅的善意之举，我
0,@小巨人运动会官微 #小巨人运动会# 听说很多啦啦队员们在昨晚的#乘风破浪的姐姐成团之夜# 发现我们的小预告片啦？惊不惊喜？意不意外？[坏笑]姐姐们踏浪远行去啦，小巨人们即将接棒登场啰～[打call]http://t.cn/A64I05YL ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@热门分享菌 #司机为救婴儿连闯红灯家属拒绝作证#?广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。如果因为司机没有连闯红灯而导致婴儿出现生命危险，家属是否又要将责任怪罪于司机呢？不能评价患者家属做法是否正确，但从道德角度讲，司机为了快速到达医院而闯
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@一只村草 湖人总冠军#这届球迷有多假# http://t.cn/A6baoOgs ??
0,@凤凰网 【网约车司机为救婴儿连闯3红灯 家属却拒绝作证：与我无关】#司机为救婴儿闯红灯家属拒作证# 广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。http://t.cn/A6q5PbPP
1, 
1, 
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
0,@湖人之声 荡气回肠！湖人2019-20赛季季后赛精彩集锦！首轮4-1开拓者，次轮4-1马赛克，西决4-1掘金，总决4-2热火！总战绩16胜5负完美收官！队史第17座总冠军！#湖人总冠军##NBA吐槽大会##NBA# http://t.cn/A6bCvZim ??
0,@吃瓜姨 #乘风破浪的姐姐成团之夜节目单# 曝光！李宇春和姐姐们跳无价之姐开场，蔡徐坤再唱《情人》，张杰上演加油秀《逆战》，期待[憧憬] ???
1, 
1, 
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
0,@FX财经前线 #央视315晚会完整曝光清单# 看看你有中招的吗？1. 山东即墨：养殖海参整箱投放敌敌畏；2. 汉堡王：用过期面包做汉堡，随意篡改保质期；3. 河北高阳：旧袜子旧内裤造毛巾；4. 宝骏汽车：变速箱频繁故障投诉无门；5. 广州万科尚城、杭州春秋华庭：精装房变水帘洞，被强制收房；6. 可诺丹婷美容院：偷听客户讲话，配合美容师演戏推销办卡；7.?趣头条：虚假、违法违规广告；8. 嗨学网：交钱容易退钱难；9. 国美易卡、遥控器、最强手电、全能遥控器、91极速购、天天回收、闪到、萝卜商城、紫金普惠等
0,@玩Switch的呆呆兽 吃完了腾讯老干妈的瓜，这并不是QQ飞车里有个老干妈时装这种简单的广告，这已经是强行逼着职业选手狂吃+尬吹老干妈甚至老干妈烹饪节目这种深度广告合作！假如真如老干妈所说的腾讯被人骗了，那就是名副其实的大型行为艺术了[允悲][允悲]随便剪了两个视频你们感受下#老干妈回应被腾讯起诉# #3人伪造老干妈印章与腾讯签合同#http://t.cn/A6yvuNQW
0,@红星新闻 【#司机为救婴儿连闯红灯家属拒绝作证# 】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
0, 
0,@新浪财经 【#首个直播带货规范7月起施行# 刷单、杀雏等乱象或得整治[话筒]】近日，中国广告协会制定了《网络直播营销活动行为规范》，7月1日起实施，重点规范直播带货行业刷单、虚假宣传等情况。《规范》指出，网络直播营销主体不得利用刷单、炒信等流量造假方式虚构或篡改交易数据和用户评价。不得进行虚假或者引人误解的商业宣传，欺骗、误导消费者；不得在直播活动中吸烟或者变相宣传烟草制品(含电子烟)。在网络直播营销中发布商业广告的，应当严格遵守《中华人民共和国广告法》的各项规定。http://t.cn/A6Ls4wX
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
0,@人民网 【警方取消救婴儿闯红灯司机处罚 滴滴：授予师傅“公益榜样”称号】针对#司机为救婴儿连闯红灯家属拒绝作证#一事，在警方提起调证流程后，网约车平台滴滴将车内录音录像提供给警方。@中国警方在线 核实后回应已取消对司机艾师傅的处罚。同时，滴滴还授予艾师傅“公益榜样”称号，并颁发见义勇为奖金，鼓励其正能量行为。呼吁被救婴儿的家属可以尽快帮助艾师傅作证，也建议您跟热心肠的艾师傅补一句“感谢”。
1, 
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@看看新闻KNEWS 【网约车司机为救婴儿连闯三红灯 事后家属却拒绝作证】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
1,@NBA #NBA总决赛#【湖人球员拥抱庆祝】第十七冠终到来！终场哨音响起的一瞬间，湖人球员纷纷冲进场内拥抱庆祝！在这个跌宕起伏的赛季，经历一波三折的旅程，湖人终于再次夺下总冠军！#NBA花絮# #湖人总冠军#  http://t.cn/A6baV9bM ??
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
0,@央视新闻 【#央视调查腾讯老干妈诉讼事件#】昨天，贵阳#警方通报3人伪造老干妈印章签合同#；深圳南山区人民法院表示已关注警方通报，合议庭正处理相关问题；老干妈方面表示，腾讯公司是跟骗子签订的合作协议；腾讯回应“以1000瓶老干妈为礼品征求线索”；截至节目播出，腾讯暂未回应是否遇到萝卜章事件…事件的来龙去脉到底如何？看↓ http://t.cn/A6yzNmWO
0,@每日理财看点 【多个小区抵制丰巢 #丰巢高管称不会放弃超时收费#】近日，丰巢于4月30日推出会员制度。普通用户12小时内免费保管包裹，超时后0.5元/12小时，3元封顶。继杭州东新园等小区暂停使用丰巢智能快递柜之后，上海一些小区也贴出停用丰巢智能快递柜的告示。公开资料显示，丰巢近5年已亏损超过20亿元。丰巢高管李文青表示，收取超时费，公司并不会放弃这一战略，否则的话没有办法去给用户去提供服务了。多家媒体报道称，目前#上海众小区联合抵制丰巢收费# ，而且#有快递员一周自掏50元丰巢寄存费#。@封面新闻  
1, 
0,@红星新闻 【#司机为救婴儿连闯红灯家属拒绝作证# 】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
0,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】乐华NEXT @YH_NEXT_OFFICIAL  带来《Blah-Blah（丛林法则）》惊喜助阵成团之夜，弟弟们火力全开为姐姐加油，有人说姐姐们的乘风破浪也有着自己的法则，但是她们却毫无畏惧，勇往直前，这也许就是姐姐们对待比赛，对待“丛林法则”的态度~ http://t.cn/A64ficzR ??
1,@新浪娱乐 #李宇春无价之姐首秀# 《乘风破浪的姐姐》成团之夜开场，@李宇春 身穿黑色刺绣裙带来《无价之姐》首秀，与30位姐姐一起走秀，瞬间点燃全场，太飒了！[心]#李宇春姐姐们开场走秀好像维密# http://t.cn/A64fcm8V ??
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
1,@北仑头条 #315晚会曝光汇总#【曝光！#汉堡王被曝用过期食材做汉堡#，鸡腿排保质期随意改[怒]】315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。记者调查南昌市汉堡王红谷滩天虹店，发现除了食材存在“偷工减料”的情况，更令人震惊的是面包到期后，会被替换成新的标签继续做成汉堡售卖。记者随后又对南昌市其它几家汉堡王餐厅进行了调查，发现多家餐厅员工对此已经见怪不怪。在汉堡王南昌王府井店，不仅仅是过期面包被重新修改保质期再销售，过期的南美风味鸡腿排同样被要求修改标签，延长保质期。来自：http
1, 
0,@央视新闻 #央视315晚会完整曝光清单#【#央视315晚会曝光企业连夜排队回应#】昨晚，受疫情影响推迟的“3·15”晚会播出，海参养殖使用敌敌畏、汉堡王用过期面包做汉堡等违规违法操作被曝光。目前，①山东即墨已组织联合执法，将严惩违规使用敌敌畏涉事者；②汉堡王回应称对相关餐厅停业整顿调查；③趣头条成立专项工作组彻查…详情↓ http://t.cn/A6yjZqqk
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@君可闻曲琵琶语 仁者是充满慈爱之心，满怀爱意的人 ； 仁者是具有大智慧，人格魅力，善良的人。 ? ??
0,@苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??
1,@乘风破浪的姐姐 原创音乐制作人、公演舞台《情人》原唱惊喜亮相[打call]@蔡徐坤 一起乘风破浪吗？成团夜见证官的那种！#乘风破浪的姐姐#成团之夜http://t.cn/A64toeah 20:00湖南娱乐频道&芒果TV现场同步直播！ ??
1, 
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
0,@卢麒元 风暴要来了，才匆匆防范。#东方财富#深圳限购收紧！落户、离婚均从严 豪宅线划定750万 楼市这半年经历了什么？ http://t.cn/A6ypcILK  来自@东方财富网 ??
1,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??
1, 
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1,@熊猫八卦 《#乘风破浪的姐姐# 》公布嘉宾阵容，从青春偶像蔡徐坤、乐华七子NEXT组合（朱正廷、范丞丞、黄明昊、毕雯珺、丁泽仁、李权哲、黄新淳），再到国民偶像张杰、孙坚、陈赫、尹正、 李晨、张宥浩，杨迪等，不少网友都感到湖南卫视这次真的是下了血本了。9月4日晚直播的《乘风破浪的姐姐》成团之夜，你希望哪位姐姐顺利“出道”呢！
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
